rep,gene,case_fun,case_syn,control_fun,control_syn
72,GIPC1,6,4,87,32
72,NDUFB7,0,7,24,34
72,PKN1,37,12,206,100
72,PTGER1,15,6,76,47
72,TECR,29,5,85,32
72,ZNF333,29,7,175,73
73,ADGRE2,31,28,125,143
73,ADGRE3,40,14,110,106
73,ADGRE5,41,24,187,91
73,CLEC17A,15,3,67,49
73,DDX39A,5,4,73,70
73,DNAJB1,18,5,87,41
73,GIPC1,8,3,56,30
73,NDUFB7,3,1,34,16
73,PKN1,24,18,187,116
73,PTGER1,17,10,123,59
73,TECR,15,1,40,4
73,ZNF333,21,7,160,67
74,ADGRE2,27,22,161,100
74,ADGRE3,25,13,151,87
74,ADGRE5,40,17,153,99
74,CLEC17A,11,4,57,18
74,DDX39A,4,6,46,43
74,DNAJB1,11,13,73,50
74,GIPC1,10,4,74,35
74,NDUFB7,2,1,15,29
74,PKN1,18,17,187,90
74,PTGER1,5,5,64,35
74,TECR,14,3,32,12
74,ZNF333,26,10,166,72
75,ADGRE2,28,16,177,106
75,ADGRE3,31,14,98,83
75,ADGRE5,37,19,209,93
75,CLEC17A,16,3,83,30
75,DDX39A,18,4,146,28
75,DNAJB1,18,4,57,25
75,GIPC1,15,6,74,23
75,NDUFB7,6,4,14,8
75,PKN1,26,15,201,106
75,PTGER1,6,8,46,63
75,TECR,15,4,60,34
75,ZNF333,25,20,143,95
76,ADGRE2,33,23,197,156
76,ADGRE3,40,8,129,36
76,ADGRE5,28,4,98,64
76,CLEC17A,11,4,60,29
76,DDX39A,9,3,68,24
76,DNAJB1,9,5,52,35
76,GIPC1,14,7,106,47
76,NDUFB7,7,1,28,3
76,PKN1,35,18,225,153
76,PTGER1,9,11,78,52
76,TECR,11,3,60,35
76,ZNF333,21,3,170,48
77,ADGRE2,27,11,182,99
77,ADGRE3,38,6,135,51
77,ADGRE5,44,4,123,67
77,CLEC17A,11,9,91,55
77,DDX39A,11,14,57,46
77,DNAJB1,8,2,68,44
77,GIPC1,7,7,83,72
77,NDUFB7,3,2,20,11
77,PKN1,18,20,200,114
77,PTGER1,12,5,102,45
77,TECR,10,11,49,29
77,ZNF333,13,25,132,127
78,ADGRE2,18,24,131,118
78,ADGRE3,26,16,107,96
78,ADGRE5,53,20,216,104
78,CLEC17A,6,6,71,29
78,DDX39A,7,5,67,42
78,DNAJB1,8,5,60,62
78,GIPC1,8,12,53,72
78,NDUFB7,4,3,42,4
78,PKN1,39,9,183,85
78,PTGER1,12,7,109,44
78,TECR,12,10,67,37
78,ZNF333,32,6,200,36
79,ADGRE2,29,10,158,105
79,ADGRE3,32,6,83,69
79,ADGRE5,31,9,98,81
79,CLEC17A,13,8,62,50
79,DDX39A,6,7,44,45
79,DNAJB1,7,9,54,55
79,GIPC1,10,6,97,67
79,NDUFB7,1,1,18,8
79,PKN1,29,14,193,122
79,PTGER1,18,5,71,36
79,TECR,21,2,57,26
79,ZNF333,35,10,262,52
80,ADGRE2,27,16,140,110
80,ADGRE3,36,18,139,86
80,ADGRE5,39,16,180,118
80,CLEC17A,12,7,80,49
80,DDX39A,7,2,55,40
80,DNAJB1,13,2,47,66
80,GIPC1,6,7,64,47
80,NDUFB7,5,0,42,9
80,PKN1,26,20,181,123
80,PTGER1,8,3,77,58
80,TECR,17,21,42,76
80,ZNF333,26,14,165,72
81,ADGRE2,28,25,186,138
81,ADGRE3,36,16,132,50
81,ADGRE5,38,14,168,104
81,CLEC17A,12,1,45,27
81,DDX39A,14,7,88,34
81,DNAJB1,8,16,42,55
81,GIPC1,13,8,65,80
81,NDUFB7,7,0,28,16
81,PKN1,29,19,193,113
81,PTGER1,5,17,58,71
81,TECR,19,12,41,48
81,ZNF333,15,11,142,53
82,ADGRE2,18,20,133,125
82,ADGRE3,25,14,141,104
82,ADGRE5,40,11,179,108
82,CLEC17A,18,9,125,54
82,DDX39A,7,6,82,62
82,DNAJB1,10,9,69,25
82,GIPC1,13,8,49,40
82,NDUFB7,3,3,28,31
82,PKN1,36,21,174,126
82,PTGER1,5,8,38,69
82,TECR,37,3,83,31
82,ZNF333,24,10,157,41
83,ADGRE2,33,22,160,160
83,ADGRE3,53,7,148,75
83,ADGRE5,36,9,206,102
83,CLEC17A,13,4,64,53
83,DDX39A,9,7,40,62
83,DNAJB1,15,5,103,38
83,GIPC1,6,4,42,56
83,NDUFB7,4,1,44,10
83,PKN1,28,12,243,140
83,PTGER1,9,13,34,67
83,TECR,17,3,49,16
83,ZNF333,20,14,148,77
84,ADGRE2,40,20,253,147
84,ADGRE3,32,7,88,65
84,ADGRE5,52,10,117,104
84,CLEC17A,6,5,41,36
84,DDX39A,14,10,82,67
84,DNAJB1,5,2,61,22
84,GIPC1,14,11,119,28
84,NDUFB7,4,1,23,8
84,PKN1,12,18,120,199
84,PTGER1,6,7,65,49
84,TECR,18,1,58,28
84,ZNF333,26,1,163,58
85,ADGRE2,36,23,211,139
85,ADGRE3,29,13,113,91
85,ADGRE5,28,12,180,89
85,CLEC17A,6,1,54,27
85,DDX39A,10,17,84,81
85,DNAJB1,16,13,58,66
85,GIPC1,10,8,54,56
85,NDUFB7,13,4,20,30
85,PKN1,34,14,190,119
85,PTGER1,7,18,52,77
85,TECR,7,4,26,27
85,ZNF333,30,7,145,23
86,ADGRE2,21,13,169,116
86,ADGRE3,26,5,90,47
86,ADGRE5,42,15,126,94
86,CLEC17A,16,9,60,41
86,DDX39A,12,7,86,35
86,DNAJB1,8,13,101,51
86,GIPC1,13,4,69,38
86,NDUFB7,4,4,25,10
86,PKN1,21,27,167,171
86,PTGER1,10,6,78,58
86,TECR,18,6,55,32
86,ZNF333,29,11,175,77
87,ADGRE2,17,6,141,113
87,ADGRE3,56,10,156,80
87,ADGRE5,54,13,151,76
87,CLEC17A,12,3,90,35
87,DDX39A,8,8,41,54
87,DNAJB1,14,5,89,29
87,GIPC1,13,7,62,30
87,NDUFB7,4,4,34,18
87,PKN1,31,18,173,99
87,PTGER1,7,9,56,54
87,TECR,17,11,50,27
87,ZNF333,19,12,126,70
88,ADGRE2,20,16,196,92
88,ADGRE3,37,19,126,127
88,ADGRE5,41,18,160,165
88,CLEC17A,15,7,46,34
88,DDX39A,16,3,76,34
88,DNAJB1,18,6,86,65
88,GIPC1,15,20,70,68
88,NDUFB7,5,1,30,5
88,PKN1,13,23,135,137
88,PTGER1,13,9,50,35
88,TECR,17,3,69,40
88,ZNF333,28,5,192,53
89,ADGRE2,26,15,180,119
89,ADGRE3,51,8,157,83
89,ADGRE5,40,22,177,130
89,CLEC17A,14,7,122,43
89,DDX39A,10,9,74,65
89,DNAJB1,4,2,49,25
89,GIPC1,7,8,60,36
89,NDUFB7,7,0,37,3
89,PKN1,15,2,154,73
89,PTGER1,13,1,73,31
89,TECR,6,3,40,31
89,ZNF333,24,16,141,116
90,ADGRE2,18,19,147,118
90,ADGRE3,36,16,153,129
90,ADGRE5,33,8,126,91
90,CLEC17A,17,7,120,56
90,DDX39A,15,5,122,25
90,DNAJB1,8,5,58,32
90,GIPC1,8,5,38,43
90,NDUFB7,5,7,30,41
90,PKN1,28,24,189,167
90,PTGER1,6,2,68,27
90,TECR,12,6,52,33
90,ZNF333,20,6,178,43
91,ADGRE2,28,16,181,75
91,ADGRE3,49,14,116,120
91,ADGRE5,36,25,123,135
91,CLEC17A,10,10,106,46
91,DDX39A,8,5,86,35
91,DNAJB1,5,16,35,65
91,GIPC1,10,5,60,29
91,NDUFB7,2,3,36,26
91,PKN1,39,8,205,83
91,PTGER1,4,14,56,85
91,TECR,9,11,45,72
91,ZNF333,27,12,172,50
92,ADGRE2,27,25,189,138
92,ADGRE3,34,14,78,81
92,ADGRE5,38,25,211,121
92,CLEC17A,11,6,69,40
92,DDX39A,11,12,49,43
92,DNAJB1,10,4,67,25
92,GIPC1,8,7,87,45
92,NDUFB7,3,3,33,24
92,PKN1,21,22,138,131
92,PTGER1,19,4,67,36
92,TECR,11,3,52,36
92,ZNF333,23,12,136,75
93,ADGRE2,19,12,146,85
93,ADGRE3,36,5,162,62
93,ADGRE5,47,11,134,142
93,CLEC17A,8,15,88,64
93,DDX39A,7,4,95,30
93,DNAJB1,5,11,58,66
93,GIPC1,9,11,46,49
93,NDUFB7,2,2,16,17
93,PKN1,32,19,199,135
93,PTGER1,13,8,78,50
93,TECR,9,8,61,42
93,ZNF333,20,5,149,39
94,ADGRE2,20,14,150,80
94,ADGRE3,27,5,114,105
94,ADGRE5,38,11,158,71
94,CLEC17A,8,10,52,71
94,DDX39A,9,12,66,43
94,DNAJB1,6,4,43,74
94,GIPC1,13,9,59,54
94,NDUFB7,5,8,48,13
94,PKN1,33,14,173,89
94,PTGER1,13,15,87,50
94,TECR,16,3,41,18
94,ZNF333,37,11,246,37
95,ADGRE2,10,11,105,128
95,ADGRE3,29,8,131,54
95,ADGRE5,38,19,141,89
95,CLEC17A,16,4,123,18
95,DDX39A,11,10,80,28
95,DNAJB1,7,3,56,31
95,GIPC1,21,11,84,64
95,NDUFB7,5,2,21,22
95,PKN1,32,14,182,112
95,PTGER1,7,11,59,50
95,TECR,7,5,42,28
95,ZNF333,16,5,171,53
96,ADGRE2,23,17,142,116
96,ADGRE3,40,10,143,64
96,ADGRE5,38,19,154,117
96,CLEC17A,17,7,74,48
96,DDX39A,19,8,126,51
96,DNAJB1,10,8,57,40
96,GIPC1,9,13,77,49
96,NDUFB7,1,0,27,14
96,PKN1,19,9,164,96
96,PTGER1,18,3,77,21
96,TECR,17,2,51,38
96,ZNF333,27,25,176,101
97,ADGRE2,21,9,156,72
97,ADGRE3,34,10,164,96
97,ADGRE5,38,11,129,92
97,CLEC17A,10,10,49,90
97,DDX39A,11,11,80,85
97,DNAJB1,8,15,69,43
97,GIPC1,11,5,77,13
97,NDUFB7,5,5,39,18
97,PKN1,27,18,214,97
97,PTGER1,8,6,60,59
97,TECR,7,4,58,49
97,ZNF333,19,11,138,57
98,ADGRE2,25,17,170,122
98,ADGRE3,21,5,131,41
98,ADGRE5,22,27,193,150
98,CLEC17A,13,4,89,69
98,DDX39A,13,6,60,25
98,DNAJB1,5,2,50,22
98,GIPC1,11,15,78,50
98,NDUFB7,2,0,18,2
98,PKN1,42,24,225,187
98,PTGER1,12,9,52,42
98,TECR,7,2,69,38
98,ZNF333,12,4,159,58
99,ADGRE2,33,28,245,188
99,ADGRE3,21,20,89,56
99,ADGRE5,30,9,168,76
99,CLEC17A,11,13,62,68
99,DDX39A,16,4,105,47
99,DNAJB1,9,7,71,48
99,GIPC1,10,5,78,51
99,NDUFB7,5,5,21,16
99,PKN1,25,15,209,95
99,PTGER1,12,4,94,25
99,TECR,20,5,84,41
99,ZNF333,23,8,123,48
100,ADGRE2,15,26,175,189
100,ADGRE3,47,12,173,87
100,ADGRE5,41,5,192,82
100,CLEC17A,9,6,81,34
100,DDX39A,21,13,92,55
100,DNAJB1,18,7,56,16
100,GIPC1,7,4,78,28
100,NDUFB7,4,2,16,3
100,PKN1,26,13,184,117
100,PTGER1,8,8,58,43
100,TECR,17,3,71,21
100,ZNF333,18,3,141,29
