rep,gene,case_fun,case_syn,control_fun,control_syn,case_ratio,control_ratio,case_fun_w,control_fun_w,prox,prox_w
16,ZNF333,28,9,113,54,3.11111111111111,2.09259259259259,10.9599254426841,61.8016085790885,0.331442651643766,0.897672496496424
17,ADGRE2,14,17,97,122,0.823529411764706,0.795081967213115,7.46666666666667,77.2640692640692,0.927408974711024,0.360130647206086
17,ADGRE3,51,9,110,53,5.66666666666667,2.07547169811321,27.2,87.6190476190476,0.00693121512417158,0.149155664852669
17,ADGRE5,64,24,168,139,2.66666666666667,1.20863309352518,34.1333333333333,133.818181818182,0.00206086377968233,0.18606572456153
17,CLEC17A,24,12,84,27,2,3.11111111111111,12.8,66.9090909090909,0.294988108560326,0.0738471433375099
17,DDX39A,24,8,88,58,3,1.51724137931034,12.8,70.0952380952381,0.109816742126187,0.535671381806989
17,DNAJB1,15,6,72,30,2.5,2.4,8,57.3506493506493,0.938450149140025,0.548053916547262
17,GIPC1,13,9,60,48,1.44444444444444,1.25,6.93333333333333,47.7922077922078,0.760158529353313,0.643009834512385
17,NDUFB7,3,7,8,24,0.428571428571429,0.333333333333333,1.6,6.37229437229437,0.755936379593229,1
17,PKN1,34,21,214,101,1.61904761904762,2.11881188118812,18.1333333333333,170.458874458874,0.377889886816248,0.0502174215228357
17,PTGER1,12,4,39,42,3,0.928571428571429,6.4,31.0649350649351,0.0444529028058328,0.298268719172694
17,TECR,14,8,39,50,1.75,0.78,7.46666666666667,31.0649350649351,0.0945581938192639,0.550321248945401
17,ZNF333,16,15,87,69,1.06666666666667,1.26086956521739,8.53333333333333,69.2987012987013,0.671370311984397,0.25837819658855
18,ADGRE2,19,17,116,63,1.11764705882353,1.84126984126984,10.9063444108761,58.6987951807229,0.177998874346296,0.383435776582432
18,ADGRE3,27,15,95,45,1.8,2.11111111111111,15.4984894259819,48.0722891566265,0.667317700640125,0.893141703837621
18,ADGRE5,39,19,169,124,2.05263157894737,1.36290322580645,22.3867069486405,85.5180722891566,0.17123831656065,0.135103845560377
18,CLEC17A,22,9,90,28,2.44444444444444,3.21428571428571,12.6283987915408,45.5421686746988,0.548144363605671,0.797955001177607
18,DDX39A,16,10,57,22,1.6,2.59090909090909,9.18429003021148,28.8433734939759,0.314431318641688,0.479826371051965
18,DNAJB1,9,5,55,33,1.8,1.66666666666667,5.16616314199396,27.8313253012048,0.897614152391541,0.815132284880456
18,GIPC1,8,6,77,28,1.33333333333333,2.75,4.59214501510574,38.9638554216867,0.22306411915613,0.437857809690843
18,NDUFB7,5,0,40,4,Inf,10,2.87009063444109,20.2409638554217,NA,NA
18,PKN1,30,26,202,115,1.15384615384615,1.75652173913043,17.2205438066465,102.21686746988,0.152670898338686,0.36748860099367
18,PTGER1,4,17,22,52,0.235294117647059,0.423076923076923,2.29607250755287,11.1325301204819,0.319220174584509,0.46130502251515
18,TECR,27,8,86,34,3.375,2.52941176470588,15.4984894259819,43.5180722891566,0.515933422065852,0.451350486087673
18,ZNF333,32,19,112,75,1.68421052631579,1.49333333333333,18.368580060423,56.6746987951807,0.711183943497176,0.557656900736551
19,ADGRE2,29,16,169,76,1.8125,2.22368421052632,12.5921052631579,132.420740322125,0.551197438490135,0.0572761116436421
19,ADGRE3,35,26,124,117,1.34615384615385,1.05982905982906,15.1973684210526,97.1607798813224,0.406846219904238,0.298590922088537
19,ADGRE5,35,13,146,62,2.69230769230769,2.35483870967742,15.1973684210526,114.398982763492,0.706877449269123,0.259438751020522
19,CLEC17A,10,2,55,38,5,1.44736842105263,4.34210526315789,43.0955072054253,0.0865608832707979,0.518203652185717
19,DDX39A,17,8,69,59,2.125,1.16949152542373,7.38157894736842,54.0652726758971,0.18836575029326,1
19,DNAJB1,14,6,56,51,2.33333333333333,1.09803921568627,6.07894736842105,43.8790618818875,0.138728825614995,0.810793875750673
19,GIPC1,10,6,53,47,1.66666666666667,1.12765957446809,4.34210526315789,41.5283978525007,0.476109036970294,0.680543276128724
19,NDUFB7,5,1,6,10,5,0.6,2.17105263157895,4.70132805877366,0.0476661506503494,0.288442764497626
19,PKN1,30,30,131,161,1,0.813664596273292,13.0263157894737,102.645662616558,0.46756927945588,0.264412589900051
19,PTGER1,18,4,82,27,4.5,3.03703703703704,7.81578947368421,64.2514834699067,0.496861301240635,0.799101956149359
