gene fun syn ratio
DNAJB1 62 25 2.48
GIPC1 41 31 1.32258064516129
NDUFB7 13 5 2.6
PKN1 141 65 2.16923076923077
PTGER1 66 35 1.88571428571429
TECR 55 23 2.39130434782609
ZNF333 98 33 2.96969696969697
ADGRE2 103 52 1.98076923076923
ADGRE3 108 53 2.0377358490566
ADGRE5 128 57 2.24561403508772
CLEC17A 50 35 1.42857142857143
DDX39A 64 24 2.66666666666667
DNAJB1 45 29 1.55172413793103
GIPC1 50 24 2.08333333333333
NDUFB7 12 10 1.2
PKN1 150 54 2.77777777777778
PTGER1 59 34 1.73529411764706
TECR 43 28 1.53571428571429
ZNF333 97 33 2.93939393939394
ADGRE2 131 48 2.72916666666667
ADGRE3 94 48 1.95833333333333
ADGRE5 125 61 2.04918032786885
CLEC17A 47 25 1.88
DDX39A 50 28 1.78571428571429
DNAJB1 59 19 3.10526315789474
GIPC1 47 27 1.74074074074074
NDUFB7 21 10 2.1
PKN1 135 72 1.875
PTGER1 63 31 2.03225806451613
TECR 42 11 3.81818181818182
ZNF333 96 42 2.28571428571429
ADGRE2 119 66 1.8030303030303
ADGRE3 103 48 2.14583333333333
ADGRE5 128 50 2.56
CLEC17A 62 25 2.48
DDX39A 63 30 2.1
DNAJB1 50 32 1.5625
GIPC1 39 22 1.77272727272727
NDUFB7 15 9 1.66666666666667
PKN1 145 59 2.45762711864407
PTGER1 50 31 1.61290322580645
TECR 51 25 2.04
ZNF333 107 52 2.05769230769231
ADGRE2 114 62 1.83870967741935
ADGRE3 97 55 1.76363636363636
ADGRE5 109 47 2.31914893617021
CLEC17A 55 31 1.7741935483871
DDX39A 58 32 1.8125
DNAJB1 41 18 2.27777777777778
GIPC1 40 28 1.42857142857143
NDUFB7 17 8 2.125
PKN1 154 54 2.85185185185185
PTGER1 45 27 1.66666666666667
TECR 43 10 4.3
ZNF333 79 49 1.61224489795918
ADGRE2 126 63 2
ADGRE3 98 45 2.17777777777778
ADGRE5 123 55 2.23636363636364
CLEC17A 51 21 2.42857142857143
DDX39A 50 29 1.72413793103448
DNAJB1 54 24 2.25
GIPC1 37 24 1.54166666666667
NDUFB7 23 12 1.91666666666667
PKN1 139 62 2.24193548387097
PTGER1 53 35 1.51428571428571
TECR 46 18 2.55555555555556
ZNF333 100 45 2.22222222222222
ADGRE2 122 67 1.82089552238806
ADGRE3 111 48 2.3125
ADGRE5 139 55 2.52727272727273
CLEC17A 52 25 2.08
DDX39A 51 28 1.82142857142857
DNAJB1 53 21 2.52380952380952
